Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guinea-Bissau,GNB,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,14.90607945,25.6740075,15.47521335,18.2571916,20.20740014,27.54304392,26.5081143,27.77397262,25.27609497,20.28794966,14.38704388,
Guinea Ecuatorial,GNQ,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,85.7584332,75.09531266,71.90499182,67.65331666,65.9632886,56.65847382,51.41282994,58.86310521,59.61453443,51.13074817,43.48673495,55.47324993
Grecia,GRC,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,21.79810215,25.48977484,28.74257947,30.20720698,32.48559818,32.12716124,31.28745626,35.03409423,38.9929061,40.13215611,31.98400157,40.62959397
Granada,GRD,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,
Groenlandia,GRL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,34.05597386,37.99793229,37.51199021,37.70085215,38.47282302,37.57984513,40.76504771,40.69223375,44.4545789,41.08380403,36.36277803,
Guatemala,GTM,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,26.22546433,27.06770578,25.26709264,21.9981554,21.74436292,19.82990769,18.75308929,18.4950463,18.19896999,17.64912376,16.89532137,18.49149372
Guam,GUM,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,17.0943625,18.61958266,19.06932574,19.50361178,18.84135472,18.07208139,18.96288765,18.97555297,19.22442244,22.04588309,6.348391513,
Guyana,GUY,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,
Ingreso alto,HIC,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,29.43365045,31.9556532,32.03935406,32.56495319,32.60780662,30.95174561,30.05829543,31.34549265,32.10770575,31.22885489,28.89202967,31.88034361
"Hong Kong, Región Administrativa Especial",HKG,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,205.3225974,212.8524165,215.8495655,221.6100603,213.0904135,195.8976016,187.0051289,188.9023996,188.339507,177.6562011,176.3264051,203.9208211
Honduras,HND,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,45.7589062,51.25768668,50.90279882,47.94149032,47.56265473,45.16675746,42.71410478,43.09385484,41.45481656,39.91851267,35.09458908,38.46333505
Países pobres muy endeudados (PPME),HPC,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,26.04500142,27.66768815,27.32126217,25.38058684,23.87567253,20.89266652,19.66107955,20.06746072,23.60880028,22.9759781,20.05539569,23.65934966
Croacia,HRV,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,35.80500914,38.36734497,39.05354757,39.85586939,42.7803042,45.78909002,46.99764081,49.25343207,49.51035578,50.74747375,42.02489362,51.40076121
Haití,HTI,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,8.570288158,10.17476378,9.655093657,10.51440245,10.97884688,11.78302463,11.53404983,11.06965151,10.81618973,11.71411884,7.651006854,7.114723776
Hungría,HUN,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,81.07308759,86.04272282,85.85068205,85.38044192,87.09558955,87.50117547,86.3870823,85.90512797,83.74426363,81.77593345,79.00874181,81.33285561
Sólo BIRF,IBD,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,28.37708838,28.88021393,28.2542329,27.46951713,26.54006809,24.88161304,23.69212188,24.2043019,25.24276478,24.28042755,23.31429483,25.69542505
BIRF y la AIF,IBT,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,28.15533691,28.70125168,28.03307436,27.02468769,26.11597708,24.2878419,23.08663526,23.68108555,24.80420677,23.89749763,22.85201828,25.24564285
total de la AIF,IDA,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,25.78203273,26.36226562,25.03727527,20.95397086,20.54939243,16.83897563,15.59673932,16.84105927,18.83299783,18.832996,16.83166077,18.51340372
mezcla de la AIF,IDB,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,24.30092234,27.83626156,26.57000761,19.07431377,18.65964972,13.07313914,11.49519981,13.62933106,15.47771118,15.62807309,,
Indonesia,IDN,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,24.29903094,26.32735309,24.59437879,23.92357638,23.6659846,21.16017926,19.08899385,20.17730444,21.0027465,18.5915278,17.27142134,21.56081101
Sólo AIF,IDX,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,26.99458625,25.17161299,23.68362954,22.94438415,22.55686929,20.44448288,19.0653566,19.23720162,21.48253554,21.3004695,18.51383237,20.32971789
Isla de Man,IMN,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,
India,IND,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,22.40093325,24.54041132,24.53443066,25.4308613,22.96796301,19.81318916,19.15823491,18.79176484,19.9278286,18.69098271,18.70889869,20.81363496
No clasificado,INX,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,,,,,,,,,,,,
Irlanda,IRL,Exportaciones de bienes y servicios (% del PIB),NE.EXP.GNFS.ZS,103.2465663,103.273302,104.2731758,103.8086226,109.9602759,121.9805271,121.5425106,121.12641,122.9903788,127.9279302,131.11256,134.8415721
