Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guinea-Bissau,GNB,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,35.22432161,30.94700051,25.6977795,25.82319957,31.38561405,32.23849284,31.30411011,33.0730443,30.74202053,35.08463592,29.24879649,
Guinea Ecuatorial,GNQ,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,58.9097918,39.28203398,44.77043065,39.23996826,38.41591007,42.21958535,41.18790078,43.56515304,44.03114668,43.7480417,45.94064225,46.5940501
Grecia,GRC,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,29.39918357,31.34418993,33.31870533,32.66929458,34.04072941,33.15053123,32.73174172,36.54485631,41.15712046,41.85867948,39.59891905,48.5544247
Granada,GRD,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,,,,,,,,,,,,
Groenlandia,GRL,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,76.41639437,92.55001006,63.46641088,58.21081601,48.61576077,45.52153588,45.07262521,43.51502212,45.32211172,51.19877419,48.83619233,
Guatemala,GTM,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,36.89972824,37.97934526,36.6923267,34.68706536,33.33891636,30.06354563,27.61964822,27.5743741,28.88946063,27.94739857,24.94530308,30.96924715
Guam,GUM,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,54.940392,59.16934189,57.68281102,60.02963512,59.51871658,53.26780479,51.44890696,50.29103609,53.66336634,55.78252671,57.75154004,
Guyana,GUY,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,,,,,,,,,,,,
Ingreso alto,HIC,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,28.87573024,31.19610604,30.96119204,31.16674891,31.34217727,29.98621251,28.97417534,30.13181161,30.9312961,30.34019927,28.0966656,30.71331291
"Hong Kong, Región Administrativa Especial",HKG,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,199.4479636,209.0022901,214.7189649,221.0099588,212.8854582,193.5083476,184.7221029,187.8932671,188.5532665,176.1032858,174.4064435,199.1791013
Honduras,HND,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,63.68293204,70.95921592,70.28541699,68.36455893,65.41244255,62.0976479,57.10161217,58.71925624,62.09634565,58.10907704,50.52482903,61.917341
Países pobres muy endeudados (PPME),HPC,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,35.5251152,36.10652785,37.84892744,36.11096331,33.87308373,32.61463362,30.13038543,27.95465946,32.48643205,31.61116227,26.77084706,31.05526273
Croacia,HRV,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,37.47526353,40.06790419,40.65625522,41.85692534,43.15758799,45.57227324,45.8704124,48.63327967,50.34200625,51.05616874,48.78282139,52.35730025
Haití,HTI,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,36.1515823,32.25012913,30.60314784,29.81092431,31.39703762,30.27649884,33.54010793,34.68699027,36.4481561,37.4478782,29.76288488,29.93181607
Hungría,HUN,Importaciones de bienes y servicios (% del PIB),NE.IMP.GNFS.ZS,76.32539666,80.32283727,79.74259137,78.9072106,81.24512516,79.77095159,77.98325104,79.29562617,79.49470502,79.46028675,76.92894761,80.5735373
